date,currency_name,value,unit,note
13-11-2014,Pound Sterling,97.1,value in indian rupees per unit of foreign currency,
13-11-2014,Japanese Yen,53.18,value in indian rupees per unit of foreign currency,
13-11-2014,Euro,76.61,value in indian rupees per unit of foreign currency,
12-11-2014,US Dollar,61.48,value in indian rupees per unit of foreign currency,
12-11-2014,Pound Sterling,97.92,value in indian rupees per unit of foreign currency,
12-11-2014,Japanese Yen,53.34,value in indian rupees per unit of foreign currency,
12-11-2014,Euro,76.79,value in indian rupees per unit of foreign currency,
11-11-2014,US Dollar,61.55,value in indian rupees per unit of foreign currency,
11-11-2014,Pound Sterling,97.53,value in indian rupees per unit of foreign currency,
11-11-2014,Japanese Yen,53.43,value in indian rupees per unit of foreign currency,
11-11-2014,Euro,76.48,value in indian rupees per unit of foreign currency,
10-11-2014,US Dollar,61.45,value in indian rupees per unit of foreign currency,
10-11-2014,Pound Sterling,97.76,value in indian rupees per unit of foreign currency,
10-11-2014,Japanese Yen,53.86,value in indian rupees per unit of foreign currency,
10-11-2014,Euro,76.68,value in indian rupees per unit of foreign currency,
07-11-2014,US Dollar,61.52,value in indian rupees per unit of foreign currency,
07-11-2014,Pound Sterling,97.39,value in indian rupees per unit of foreign currency,
07-11-2014,Japanese Yen,53.31,value in indian rupees per unit of foreign currency,
07-11-2014,Euro,76.16,value in indian rupees per unit of foreign currency,
05-11-2014,US Dollar,61.39,value in indian rupees per unit of foreign currency,
05-11-2014,Pound Sterling,98.0,value in indian rupees per unit of foreign currency,
05-11-2014,Japanese Yen,53.76,value in indian rupees per unit of foreign currency,
05-11-2014,Euro,76.99,value in indian rupees per unit of foreign currency,
03-11-2014,US Dollar,61.41,value in indian rupees per unit of foreign currency,
03-11-2014,Pound Sterling,98.06,value in indian rupees per unit of foreign currency,
03-11-2014,Japanese Yen,54.48,value in indian rupees per unit of foreign currency,
03-11-2014,Euro,76.67,value in indian rupees per unit of foreign currency,
31-10-2014,US Dollar,61.41,value in indian rupees per unit of foreign currency,
31-10-2014,Pound Sterling,98.06,value in indian rupees per unit of foreign currency,
31-10-2014,Japanese Yen,55.28,value in indian rupees per unit of foreign currency,
31-10-2014,Euro,77.19,value in indian rupees per unit of foreign currency,
30-10-2014,US Dollar,61.46,value in indian rupees per unit of foreign currency,
30-10-2014,Pound Sterling,98.21,value in indian rupees per unit of foreign currency,
30-10-2014,Japanese Yen,56.34,value in indian rupees per unit of foreign currency,
30-10-2014,Euro,77.45,value in indian rupees per unit of foreign currency,
29-10-2014,US Dollar,61.32,value in indian rupees per unit of foreign currency,
29-10-2014,Pound Sterling,99.0,value in indian rupees per unit of foreign currency,
29-10-2014,Japanese Yen,56.76,value in indian rupees per unit of foreign currency,
29-10-2014,Euro,78.14,value in indian rupees per unit of foreign currency,
28-10-2014,US Dollar,61.35,value in indian rupees per unit of foreign currency,
28-10-2014,Pound Sterling,98.93,value in indian rupees per unit of foreign currency,
28-10-2014,Japanese Yen,56.89,value in indian rupees per unit of foreign currency,
28-10-2014,Euro,77.92,value in indian rupees per unit of foreign currency,
27-10-2014,US Dollar,61.23,value in indian rupees per unit of foreign currency,
27-10-2014,Pound Sterling,98.53,value in indian rupees per unit of foreign currency,
27-10-2014,Japanese Yen,56.71,value in indian rupees per unit of foreign currency,
27-10-2014,Euro,77.75,value in indian rupees per unit of foreign currency,
22-10-2014,US Dollar,61.24,value in indian rupees per unit of foreign currency,
22-10-2014,Pound Sterling,98.67,value in indian rupees per unit of foreign currency,
22-10-2014,Japanese Yen,57.27,value in indian rupees per unit of foreign currency,
22-10-2014,Euro,77.96,value in indian rupees per unit of foreign currency,
21-10-2014,US Dollar,61.3,value in indian rupees per unit of foreign currency,
21-10-2014,Pound Sterling,99.16,value in indian rupees per unit of foreign currency,
21-10-2014,Japanese Yen,57.63,value in indian rupees per unit of foreign currency,
21-10-2014,Euro,78.59,value in indian rupees per unit of foreign currency,
20-10-2014,US Dollar,61.29,value in indian rupees per unit of foreign currency,
20-10-2014,Pound Sterling,98.62,value in indian rupees per unit of foreign currency,
20-10-2014,Japanese Yen,57.14,value in indian rupees per unit of foreign currency,
20-10-2014,Euro,78.15,value in indian rupees per unit of foreign currency,
17-10-2014,US Dollar,61.62,value in indian rupees per unit of foreign currency,
17-10-2014,Pound Sterling,99.12,value in indian rupees per unit of foreign currency,
17-10-2014,Japanese Yen,58.02,value in indian rupees per unit of foreign currency,
17-10-2014,Euro,78.89,value in indian rupees per unit of foreign currency,
16-10-2014,US Dollar,61.48,value in indian rupees per unit of foreign currency,
16-10-2014,Pound Sterling,98.24,value in indian rupees per unit of foreign currency,
16-10-2014,Japanese Yen,57.83,value in indian rupees per unit of foreign currency,
16-10-2014,Euro,78.66,value in indian rupees per unit of foreign currency,
14-10-2014,US Dollar,61.11,value in indian rupees per unit of foreign currency,
14-10-2014,Pound Sterling,98.15,value in indian rupees per unit of foreign currency,
14-10-2014,Japanese Yen,57.04,value in indian rupees per unit of foreign currency,
14-10-2014,Euro,77.68,value in indian rupees per unit of foreign currency,
13-10-2014,US Dollar,61.25,value in indian rupees per unit of foreign currency,
13-10-2014,Pound Sterling,98.68,value in indian rupees per unit of foreign currency,
13-10-2014,Japanese Yen,57.08,value in indian rupees per unit of foreign currency,
13-10-2014,Euro,77.6,value in indian rupees per unit of foreign currency,
10-10-2014,US Dollar,61.16,value in indian rupees per unit of foreign currency,
10-10-2014,Pound Sterling,98.62,value in indian rupees per unit of foreign currency,
10-10-2014,Japanese Yen,56.74,value in indian rupees per unit of foreign currency,
10-10-2014,Euro,77.67,value in indian rupees per unit of foreign currency,
09-10-2014,US Dollar,61.04,value in indian rupees per unit of foreign currency,
09-10-2014,Pound Sterling,98.64,value in indian rupees per unit of foreign currency,
09-10-2014,Japanese Yen,56.57,value in indian rupees per unit of foreign currency,
09-10-2014,Euro,77.74,value in indian rupees per unit of foreign currency,
08-10-2014,US Dollar,61.46,value in indian rupees per unit of foreign currency,
08-10-2014,Pound Sterling,98.77,value in indian rupees per unit of foreign currency,
08-10-2014,Japanese Yen,56.69,value in indian rupees per unit of foreign currency,
08-10-2014,Euro,77.65,value in indian rupees per unit of foreign currency,
07-10-2014,US Dollar,61.36,value in indian rupees per unit of foreign currency,
07-10-2014,Pound Sterling,98.71,value in indian rupees per unit of foreign currency,
07-10-2014,Japanese Yen,56.5,value in indian rupees per unit of foreign currency,
07-10-2014,Euro,77.47,value in indian rupees per unit of foreign currency,
01-10-2014,US Dollar,61.75,value in indian rupees per unit of foreign currency,
01-10-2014,Pound Sterling,100.07,value in indian rupees per unit of foreign currency,
01-10-2014,Japanese Yen,56.24,value in indian rupees per unit of foreign currency,
01-10-2014,Euro,77.95,value in indian rupees per unit of foreign currency,
30-09-2014,US Dollar,61.61,value in indian rupees per unit of foreign currency,
30-09-2014,Pound Sterling,100.28,value in indian rupees per unit of foreign currency,
30-09-2014,Japanese Yen,56.36,value in indian rupees per unit of foreign currency,
30-09-2014,Euro,78.21,value in indian rupees per unit of foreign currency,
29-09-2014,US Dollar,61.43,value in indian rupees per unit of foreign currency,
29-09-2014,Pound Sterling,99.73,value in indian rupees per unit of foreign currency,
29-09-2014,Japanese Yen,56.07,value in indian rupees per unit of foreign currency,
29-09-2014,Euro,77.93,value in indian rupees per unit of foreign currency,
26-09-2014,US Dollar,61.57,value in indian rupees per unit of foreign currency,
26-09-2014,Pound Sterling,100.42,value in indian rupees per unit of foreign currency,
26-09-2014,Japanese Yen,56.45,value in indian rupees per unit of foreign currency,
26-09-2014,Euro,78.45,value in indian rupees per unit of foreign currency,
25-09-2014,US Dollar,61.02,value in indian rupees per unit of foreign currency,
25-09-2014,Pound Sterling,99.43,value in indian rupees per unit of foreign currency,
25-09-2014,Japanese Yen,55.87,value in indian rupees per unit of foreign currency,
25-09-2014,Euro,77.84,value in indian rupees per unit of foreign currency,
24-09-2014,US Dollar,61.03,value in indian rupees per unit of foreign currency,
24-09-2014,Pound Sterling,99.99,value in indian rupees per unit of foreign currency,
24-09-2014,Japanese Yen,56.17,value in indian rupees per unit of foreign currency,
24-09-2014,Euro,78.37,value in indian rupees per unit of foreign currency,
23-09-2014,US Dollar,60.87,value in indian rupees per unit of foreign currency,
23-09-2014,Pound Sterling,99.63,value in indian rupees per unit of foreign currency,
23-09-2014,Japanese Yen,55.98,value in indian rupees per unit of foreign currency,
23-09-2014,Euro,78.23,value in indian rupees per unit of foreign currency,
22-09-2014,US Dollar,60.79,value in indian rupees per unit of foreign currency,
22-09-2014,Pound Sterling,99.3,value in indian rupees per unit of foreign currency,
22-09-2014,Japanese Yen,55.83,value in indian rupees per unit of foreign currency,
22-09-2014,Euro,78.16,value in indian rupees per unit of foreign currency,
19-09-2014,US Dollar,60.81,value in indian rupees per unit of foreign currency,
19-09-2014,Pound Sterling,100.06,value in indian rupees per unit of foreign currency,
19-09-2014,Japanese Yen,55.73,value in indian rupees per unit of foreign currency,
19-09-2014,Euro,78.47,value in indian rupees per unit of foreign currency,
18-09-2014,US Dollar,61.06,value in indian rupees per unit of foreign currency,
18-09-2014,Pound Sterling,99.55,value in indian rupees per unit of foreign currency,
18-09-2014,Japanese Yen,56.13,value in indian rupees per unit of foreign currency,
18-09-2014,Euro,78.57,value in indian rupees per unit of foreign currency,
17-09-2014,US Dollar,60.95,value in indian rupees per unit of foreign currency,
17-09-2014,Pound Sterling,99.32,value in indian rupees per unit of foreign currency,
17-09-2014,Japanese Yen,56.87,value in indian rupees per unit of foreign currency,
17-09-2014,Euro,78.97,value in indian rupees per unit of foreign currency,
16-09-2014,US Dollar,61.1,value in indian rupees per unit of foreign currency,
16-09-2014,Pound Sterling,99.05,value in indian rupees per unit of foreign currency,
16-09-2014,Japanese Yen,56.96,value in indian rupees per unit of foreign currency,
16-09-2014,Euro,79.03,value in indian rupees per unit of foreign currency,
15-09-2014,US Dollar,60.99,value in indian rupees per unit of foreign currency,
15-09-2014,Pound Sterling,99.1,value in indian rupees per unit of foreign currency,
15-09-2014,Japanese Yen,56.85,value in indian rupees per unit of foreign currency,
15-09-2014,Euro,79.03,value in indian rupees per unit of foreign currency,
12-09-2014,US Dollar,60.84,value in indian rupees per unit of foreign currency,
12-09-2014,Pound Sterling,98.73,value in indian rupees per unit of foreign currency,
12-09-2014,Japanese Yen,56.74,value in indian rupees per unit of foreign currency,
12-09-2014,Euro,78.64,value in indian rupees per unit of foreign currency,
11-09-2014,US Dollar,60.92,value in indian rupees per unit of foreign currency,
11-09-2014,Pound Sterling,98.66,value in indian rupees per unit of foreign currency,
11-09-2014,Japanese Yen,56.96,value in indian rupees per unit of foreign currency,
11-09-2014,Euro,78.64,value in indian rupees per unit of foreign currency,
10-09-2014,US Dollar,60.83,value in indian rupees per unit of foreign currency,
10-09-2014,Pound Sterling,98.15,value in indian rupees per unit of foreign currency,
10-09-2014,Japanese Yen,57.12,value in indian rupees per unit of foreign currency,
10-09-2014,Euro,78.66,value in indian rupees per unit of foreign currency,
09-09-2014,US Dollar,60.43,value in indian rupees per unit of foreign currency,
09-09-2014,Pound Sterling,97.25,value in indian rupees per unit of foreign currency,
09-09-2014,Japanese Yen,56.88,value in indian rupees per unit of foreign currency,
09-09-2014,Euro,77.93,value in indian rupees per unit of foreign currency,
08-09-2014,US Dollar,60.26,value in indian rupees per unit of foreign currency,
08-09-2014,Pound Sterling,97.51,value in indian rupees per unit of foreign currency,
08-09-2014,Japanese Yen,57.33,value in indian rupees per unit of foreign currency,
08-09-2014,Euro,77.94,value in indian rupees per unit of foreign currency,
05-09-2014,US Dollar,60.44,value in indian rupees per unit of foreign currency,
05-09-2014,Pound Sterling,98.64,value in indian rupees per unit of foreign currency,
05-09-2014,Japanese Yen,57.36,value in indian rupees per unit of foreign currency,
05-09-2014,Euro,78.2,value in indian rupees per unit of foreign currency,
04-09-2014,US Dollar,60.45,value in indian rupees per unit of foreign currency,
04-09-2014,Pound Sterling,99.46,value in indian rupees per unit of foreign currency,
04-09-2014,Japanese Yen,57.6,value in indian rupees per unit of foreign currency,
04-09-2014,Euro,79.46,value in indian rupees per unit of foreign currency,
03-09-2014,US Dollar,60.54,value in indian rupees per unit of foreign currency,
03-09-2014,Pound Sterling,99.73,value in indian rupees per unit of foreign currency,
03-09-2014,Japanese Yen,57.71,value in indian rupees per unit of foreign currency,
03-09-2014,Euro,79.54,value in indian rupees per unit of foreign currency,
02-09-2014,US Dollar,60.61,value in indian rupees per unit of foreign currency,
02-09-2014,Pound Sterling,100.49,value in indian rupees per unit of foreign currency,
02-09-2014,Japanese Yen,57.81,value in indian rupees per unit of foreign currency,
02-09-2014,Euro,79.56,value in indian rupees per unit of foreign currency,
01-09-2014,US Dollar,60.47,value in indian rupees per unit of foreign currency,
01-09-2014,Pound Sterling,100.43,value in indian rupees per unit of foreign currency,
01-09-2014,Japanese Yen,58.06,value in indian rupees per unit of foreign currency,
01-09-2014,Euro,79.4,value in indian rupees per unit of foreign currency,
28-08-2014,US Dollar,60.47,value in indian rupees per unit of foreign currency,
28-08-2014,Pound Sterling,100.35,value in indian rupees per unit of foreign currency,
28-08-2014,Japanese Yen,58.27,value in indian rupees per unit of foreign currency,
28-08-2014,Euro,79.86,value in indian rupees per unit of foreign currency,
27-08-2014,US Dollar,60.47,value in indian rupees per unit of foreign currency,
27-08-2014,Pound Sterling,100.15,value in indian rupees per unit of foreign currency,
27-08-2014,Japanese Yen,58.17,value in indian rupees per unit of foreign currency,
27-08-2014,Euro,79.65,value in indian rupees per unit of foreign currency,
26-08-2014,US Dollar,60.5,value in indian rupees per unit of foreign currency,
26-08-2014,Pound Sterling,100.33,value in indian rupees per unit of foreign currency,
26-08-2014,Japanese Yen,58.24,value in indian rupees per unit of foreign currency,
26-08-2014,Euro,79.91,value in indian rupees per unit of foreign currency,
25-08-2014,US Dollar,60.43,value in indian rupees per unit of foreign currency,
25-08-2014,Pound Sterling,100.12,value in indian rupees per unit of foreign currency,
25-08-2014,Japanese Yen,58.01,value in indian rupees per unit of foreign currency,
25-08-2014,Euro,79.74,value in indian rupees per unit of foreign currency,
22-08-2014,US Dollar,60.44,value in indian rupees per unit of foreign currency,
22-08-2014,Pound Sterling,100.24,value in indian rupees per unit of foreign currency,
22-08-2014,Japanese Yen,58.29,value in indian rupees per unit of foreign currency,
22-08-2014,Euro,80.35,value in indian rupees per unit of foreign currency,
21-08-2014,US Dollar,60.77,value in indian rupees per unit of foreign currency,
21-08-2014,Pound Sterling,100.72,value in indian rupees per unit of foreign currency,
21-08-2014,Japanese Yen,58.53,value in indian rupees per unit of foreign currency,
21-08-2014,Euro,80.56,value in indian rupees per unit of foreign currency,
20-08-2014,US Dollar,60.67,value in indian rupees per unit of foreign currency,
20-08-2014,Pound Sterling,100.81,value in indian rupees per unit of foreign currency,
20-08-2014,Japanese Yen,58.8,value in indian rupees per unit of foreign currency,
20-08-2014,Euro,80.73,value in indian rupees per unit of foreign currency,
19-08-2014,US Dollar,60.73,value in indian rupees per unit of foreign currency,
19-08-2014,Pound Sterling,101.48,value in indian rupees per unit of foreign currency,
19-08-2014,Japanese Yen,59.19,value in indian rupees per unit of foreign currency,
19-08-2014,Euro,81.04,value in indian rupees per unit of foreign currency,
14-08-2014,US Dollar,61.06,value in indian rupees per unit of foreign currency,
14-08-2014,Pound Sterling,101.84,value in indian rupees per unit of foreign currency,
14-08-2014,Japanese Yen,59.55,value in indian rupees per unit of foreign currency,
14-08-2014,Euro,81.56,value in indian rupees per unit of foreign currency,
13-08-2014,US Dollar,61.25,value in indian rupees per unit of foreign currency,
13-08-2014,Pound Sterling,103.02,value in indian rupees per unit of foreign currency,
13-08-2014,Japanese Yen,59.91,value in indian rupees per unit of foreign currency,
13-08-2014,Euro,81.9,value in indian rupees per unit of foreign currency,
12-08-2014,US Dollar,61.18,value in indian rupees per unit of foreign currency,
12-08-2014,Pound Sterling,102.56,value in indian rupees per unit of foreign currency,
12-08-2014,Japanese Yen,59.81,value in indian rupees per unit of foreign currency,
12-08-2014,Euro,81.78,value in indian rupees per unit of foreign currency,
11-08-2014,US Dollar,61.12,value in indian rupees per unit of foreign currency,
11-08-2014,Pound Sterling,102.54,value in indian rupees per unit of foreign currency,
11-08-2014,Japanese Yen,59.85,value in indian rupees per unit of foreign currency,
11-08-2014,Euro,81.87,value in indian rupees per unit of foreign currency,
08-08-2014,US Dollar,61.56,value in indian rupees per unit of foreign currency,
08-08-2014,Pound Sterling,103.5,value in indian rupees per unit of foreign currency,
08-08-2014,Japanese Yen,60.64,value in indian rupees per unit of foreign currency,
08-08-2014,Euro,82.41,value in indian rupees per unit of foreign currency,
07-08-2014,US Dollar,61.41,value in indian rupees per unit of foreign currency,
07-08-2014,Pound Sterling,103.42,value in indian rupees per unit of foreign currency,
07-08-2014,Japanese Yen,60.04,value in indian rupees per unit of foreign currency,
07-08-2014,Euro,82.17,value in indian rupees per unit of foreign currency,
06-08-2014,US Dollar,61.34,value in indian rupees per unit of foreign currency,
06-08-2014,Pound Sterling,103.44,value in indian rupees per unit of foreign currency,
06-08-2014,Japanese Yen,59.8,value in indian rupees per unit of foreign currency,
06-08-2014,Euro,81.96,value in indian rupees per unit of foreign currency,
05-08-2014,US Dollar,60.87,value in indian rupees per unit of foreign currency,
05-08-2014,Pound Sterling,102.67,value in indian rupees per unit of foreign currency,
05-08-2014,Japanese Yen,59.38,value in indian rupees per unit of foreign currency,
05-08-2014,Euro,81.7,value in indian rupees per unit of foreign currency,
04-08-2014,US Dollar,61.02,value in indian rupees per unit of foreign currency,
04-08-2014,Pound Sterling,102.69,value in indian rupees per unit of foreign currency,
04-08-2014,Japanese Yen,59.41,value in indian rupees per unit of foreign currency,
04-08-2014,Euro,81.91,value in indian rupees per unit of foreign currency,
01-08-2014,US Dollar,60.85,value in indian rupees per unit of foreign currency,
01-08-2014,Pound Sterling,102.69,value in indian rupees per unit of foreign currency,
01-08-2014,Japanese Yen,59.11,value in indian rupees per unit of foreign currency,
01-08-2014,Euro,81.46,value in indian rupees per unit of foreign currency,
31-07-2014,US Dollar,60.25,value in indian rupees per unit of foreign currency,
31-07-2014,Pound Sterling,101.92,value in indian rupees per unit of foreign currency,
31-07-2014,Japanese Yen,58.61,value in indian rupees per unit of foreign currency,
31-07-2014,Euro,80.7,value in indian rupees per unit of foreign currency,
30-07-2014,US Dollar,60.15,value in indian rupees per unit of foreign currency,
30-07-2014,Pound Sterling,101.92,value in indian rupees per unit of foreign currency,
30-07-2014,Japanese Yen,58.9,value in indian rupees per unit of foreign currency,
30-07-2014,Euro,80.64,value in indian rupees per unit of foreign currency,
28-07-2014,US Dollar,60.1,value in indian rupees per unit of foreign currency,
28-07-2014,Pound Sterling,102.04,value in indian rupees per unit of foreign currency,
28-07-2014,Japanese Yen,59.0,value in indian rupees per unit of foreign currency,
28-07-2014,Euro,80.74,value in indian rupees per unit of foreign currency,
25-07-2014,US Dollar,60.14,value in indian rupees per unit of foreign currency,
25-07-2014,Pound Sterling,102.22,value in indian rupees per unit of foreign currency,
25-07-2014,Japanese Yen,59.11,value in indian rupees per unit of foreign currency,
25-07-2014,Euro,81.02,value in indian rupees per unit of foreign currency,
24-07-2014,US Dollar,60.0,value in indian rupees per unit of foreign currency,
24-07-2014,Pound Sterling,102.19,value in indian rupees per unit of foreign currency,
24-07-2014,Japanese Yen,59.13,value in indian rupees per unit of foreign currency,
24-07-2014,Euro,80.68,value in indian rupees per unit of foreign currency,
23-07-2014,US Dollar,60.18,value in indian rupees per unit of foreign currency,
23-07-2014,Pound Sterling,102.68,value in indian rupees per unit of foreign currency,
23-07-2014,Japanese Yen,59.34,value in indian rupees per unit of foreign currency,
23-07-2014,Euro,81.03,value in indian rupees per unit of foreign currency,
22-07-2014,US Dollar,60.24,value in indian rupees per unit of foreign currency,
22-07-2014,Pound Sterling,102.86,value in indian rupees per unit of foreign currency,
22-07-2014,Japanese Yen,59.32,value in indian rupees per unit of foreign currency,
22-07-2014,Euro,81.44,value in indian rupees per unit of foreign currency,
21-07-2014,US Dollar,60.19,value in indian rupees per unit of foreign currency,
21-07-2014,Pound Sterling,102.87,value in indian rupees per unit of foreign currency,
21-07-2014,Japanese Yen,59.45,value in indian rupees per unit of foreign currency,
21-07-2014,Euro,81.48,value in indian rupees per unit of foreign currency,
18-07-2014,US Dollar,60.33,value in indian rupees per unit of foreign currency,
18-07-2014,Pound Sterling,103.18,value in indian rupees per unit of foreign currency,
18-07-2014,Japanese Yen,59.54,value in indian rupees per unit of foreign currency,
18-07-2014,Euro,81.58,value in indian rupees per unit of foreign currency,
17-07-2014,US Dollar,60.14,value in indian rupees per unit of foreign currency,
17-07-2014,Pound Sterling,103.0,value in indian rupees per unit of foreign currency,
17-07-2014,Japanese Yen,59.25,value in indian rupees per unit of foreign currency,
17-07-2014,Euro,81.33,value in indian rupees per unit of foreign currency,
16-07-2014,US Dollar,60.19,value in indian rupees per unit of foreign currency,
16-07-2014,Pound Sterling,103.14,value in indian rupees per unit of foreign currency,
16-07-2014,Japanese Yen,59.19,value in indian rupees per unit of foreign currency,
16-07-2014,Euro,81.66,value in indian rupees per unit of foreign currency,
15-07-2014,US Dollar,60.22,value in indian rupees per unit of foreign currency,
15-07-2014,Pound Sterling,102.79,value in indian rupees per unit of foreign currency,
15-07-2014,Japanese Yen,59.27,value in indian rupees per unit of foreign currency,
15-07-2014,Euro,81.95,value in indian rupees per unit of foreign currency,
14-07-2014,US Dollar,60.0,value in indian rupees per unit of foreign currency,
14-07-2014,Pound Sterling,102.72,value in indian rupees per unit of foreign currency,
14-07-2014,Japanese Yen,59.18,value in indian rupees per unit of foreign currency,
14-07-2014,Euro,81.6,value in indian rupees per unit of foreign currency,
11-07-2014,US Dollar,60.19,value in indian rupees per unit of foreign currency,
11-07-2014,Pound Sterling,103.15,value in indian rupees per unit of foreign currency,
11-07-2014,Japanese Yen,59.41,value in indian rupees per unit of foreign currency,
11-07-2014,Euro,81.87,value in indian rupees per unit of foreign currency,
10-07-2014,US Dollar,59.88,value in indian rupees per unit of foreign currency,
10-07-2014,Pound Sterling,102.59,value in indian rupees per unit of foreign currency,
10-07-2014,Japanese Yen,59.0,value in indian rupees per unit of foreign currency,
10-07-2014,Euro,81.69,value in indian rupees per unit of foreign currency,
09-07-2014,US Dollar,59.73,value in indian rupees per unit of foreign currency,
09-07-2014,Pound Sterling,102.36,value in indian rupees per unit of foreign currency,
09-07-2014,Japanese Yen,58.79,value in indian rupees per unit of foreign currency,
09-07-2014,Euro,81.38,value in indian rupees per unit of foreign currency,
08-07-2014,US Dollar,59.8,value in indian rupees per unit of foreign currency,
08-07-2014,Pound Sterling,102.42,value in indian rupees per unit of foreign currency,
08-07-2014,Japanese Yen,58.73,value in indian rupees per unit of foreign currency,
08-07-2014,Euro,81.32,value in indian rupees per unit of foreign currency,
07-07-2014,US Dollar,59.95,value in indian rupees per unit of foreign currency,
07-07-2014,Pound Sterling,102.78,value in indian rupees per unit of foreign currency,
07-07-2014,Japanese Yen,58.71,value in indian rupees per unit of foreign currency,
07-07-2014,Euro,81.39,value in indian rupees per unit of foreign currency,
04-07-2014,US Dollar,59.79,value in indian rupees per unit of foreign currency,
04-07-2014,Pound Sterling,102.66,value in indian rupees per unit of foreign currency,
04-07-2014,Japanese Yen,58.6,value in indian rupees per unit of foreign currency,
04-07-2014,Euro,81.32,value in indian rupees per unit of foreign currency,
03-07-2014,US Dollar,59.72,value in indian rupees per unit of foreign currency,
03-07-2014,Pound Sterling,102.45,value in indian rupees per unit of foreign currency,
03-07-2014,Japanese Yen,58.62,value in indian rupees per unit of foreign currency,
03-07-2014,Euro,81.54,value in indian rupees per unit of foreign currency,
02-07-2014,US Dollar,59.97,value in indian rupees per unit of foreign currency,
02-07-2014,Pound Sterling,102.9,value in indian rupees per unit of foreign currency,
02-07-2014,Japanese Yen,59.05,value in indian rupees per unit of foreign currency,
02-07-2014,Euro,82.02,value in indian rupees per unit of foreign currency,
01-07-2014,US Dollar,60.14,value in indian rupees per unit of foreign currency,
01-07-2014,Pound Sterling,102.83,value in indian rupees per unit of foreign currency,
01-07-2014,Japanese Yen,59.27,value in indian rupees per unit of foreign currency,
01-07-2014,Euro,82.28,value in indian rupees per unit of foreign currency,
30-06-2014,US Dollar,60.09,value in indian rupees per unit of foreign currency,
30-06-2014,Pound Sterling,102.33,value in indian rupees per unit of foreign currency,
30-06-2014,Japanese Yen,59.28,value in indian rupees per unit of foreign currency,
30-06-2014,Euro,82.01,value in indian rupees per unit of foreign currency,
27-06-2014,US Dollar,60.1,value in indian rupees per unit of foreign currency,
27-06-2014,Pound Sterling,102.4,value in indian rupees per unit of foreign currency,
27-06-2014,Japanese Yen,59.27,value in indian rupees per unit of foreign currency,
27-06-2014,Euro,81.88,value in indian rupees per unit of foreign currency,
26-06-2014,US Dollar,60.16,value in indian rupees per unit of foreign currency,
26-06-2014,Pound Sterling,102.23,value in indian rupees per unit of foreign currency,
26-06-2014,Japanese Yen,59.12,value in indian rupees per unit of foreign currency,
26-06-2014,Euro,82.04,value in indian rupees per unit of foreign currency,
25-06-2014,US Dollar,60.28,value in indian rupees per unit of foreign currency,
25-06-2014,Pound Sterling,102.28,value in indian rupees per unit of foreign currency,
25-06-2014,Japanese Yen,59.15,value in indian rupees per unit of foreign currency,
25-06-2014,Euro,82.05,value in indian rupees per unit of foreign currency,
24-06-2014,US Dollar,60.1,value in indian rupees per unit of foreign currency,
24-06-2014,Pound Sterling,102.32,value in indian rupees per unit of foreign currency,
24-06-2014,Japanese Yen,58.94,value in indian rupees per unit of foreign currency,
24-06-2014,Euro,81.75,value in indian rupees per unit of foreign currency,
23-06-2014,US Dollar,60.19,value in indian rupees per unit of foreign currency,
23-06-2014,Pound Sterling,102.56,value in indian rupees per unit of foreign currency,
23-06-2014,Japanese Yen,59.05,value in indian rupees per unit of foreign currency,
23-06-2014,Euro,81.91,value in indian rupees per unit of foreign currency,
20-06-2014,US Dollar,60.28,value in indian rupees per unit of foreign currency,
20-06-2014,Pound Sterling,102.77,value in indian rupees per unit of foreign currency,
20-06-2014,Japanese Yen,59.17,value in indian rupees per unit of foreign currency,
20-06-2014,Euro,82.12,value in indian rupees per unit of foreign currency,
19-06-2014,US Dollar,60.0,value in indian rupees per unit of foreign currency,
19-06-2014,Pound Sterling,102.05,value in indian rupees per unit of foreign currency,
19-06-2014,Japanese Yen,58.94,value in indian rupees per unit of foreign currency,
19-06-2014,Euro,81.71,value in indian rupees per unit of foreign currency,
18-06-2014,US Dollar,60.12,value in indian rupees per unit of foreign currency,
18-06-2014,Pound Sterling,102.0,value in indian rupees per unit of foreign currency,
18-06-2014,Japanese Yen,58.81,value in indian rupees per unit of foreign currency,
18-06-2014,Euro,81.43,value in indian rupees per unit of foreign currency,
17-06-2014,US Dollar,60.37,value in indian rupees per unit of foreign currency,
17-06-2014,Pound Sterling,102.48,value in indian rupees per unit of foreign currency,
17-06-2014,Japanese Yen,59.21,value in indian rupees per unit of foreign currency,
17-06-2014,Euro,81.87,value in indian rupees per unit of foreign currency,
16-06-2014,US Dollar,60.01,value in indian rupees per unit of foreign currency,
16-06-2014,Pound Sterling,102.0,value in indian rupees per unit of foreign currency,
16-06-2014,Japanese Yen,58.96,value in indian rupees per unit of foreign currency,
16-06-2014,Euro,81.25,value in indian rupees per unit of foreign currency,
13-06-2014,US Dollar,59.48,value in indian rupees per unit of foreign currency,
13-06-2014,Pound Sterling,100.93,value in indian rupees per unit of foreign currency,
13-06-2014,Japanese Yen,58.28,value in indian rupees per unit of foreign currency,
13-06-2014,Euro,80.71,value in indian rupees per unit of foreign currency,
12-06-2014,US Dollar,59.33,value in indian rupees per unit of foreign currency,
12-06-2014,Pound Sterling,99.68,value in indian rupees per unit of foreign currency,
